word,frequency
futurity,1
thrice-gentle,1
advocation,1
humor,2
unhatch'd,2
demonstrable,1
indues,1
observancy,1
arraigning,1
indicted,1
hereabout,4
bianca,66
continuate,2
guesses,1
demanded-,1
woman'd,1
circumstanced,1
unauthorized,1
venial,1
bestow't,1
protectress,1
said'st-,1
convinced,1
blab-,1
did-,1
confessions-,1
labor-,1
trance,3
epilepsy,1
unproper,1
fiend's,1
arch-mock,1
o'erwhelmed,1
grief-,1
unsuiting,1
encave,1
fleers,1
(dost,1
),38
unbookish,1
behavior,1
bianco's,1
scored,1
monkey's,1
venetians,1
lolls,1
plucked,2
minx's,1
hobbyhorse,1
[advancing,2
akilling,1
invention-,1
unprovide,1
undertaker,3
lodovico,10
brimstone,3
deputing,1
well-painted,3
procreants,1
double-damn'd,1
unmoving,1
garner'd,1
rose-lipp'd,1
smell'st,1
[raises,1
behaved,1
small'st,1
bewhored,1
moor's,1
seamy,1
divorcement,1
dealest,1
daffest,1
suppliest,1
votarist,2
expectations,1
fopped,1
solicitation,2
depute,2
mauritania,1
lingered,1
desdemona-,1
frowns-,1
unpin,2
murmur'd,1
soften'd,1
willow-,1
approve-,1
emilia-,1
undo't,1
joint-ring,1
purgatory,2
laps,2
quat,1
bobb'd,2
lust-stain'd,1
lust's,2
counterfeits,5
gastness,1
'las,1
whoring,1
tell's,2
happ'd,1
cunning'st,1
excelling,3
relume,1
unreconciled,1
deathbed,2
interprets,3
strive-,1
stifles,1
unlocks,1
murther's,1
chrysolite,1
dolt,1
deed-,2
smell't,1
desdemon,3
reprobation,1
recognizance,1
belong'd,2
disarms,1
whipster,1
ice-brook's,1
temper-,1
weapon'd,1
ill-starr'd,1
steep-down,1
gulfs,1
demi-devil,1
ensnared,2
heathenish,1
roderigo's,1
medicinal,2
turban'd,1
traduced,1
circumcised,1
loading,1
antioch,14
tyre,33
tarsus,28
governor’s,4
pentapolis,10
cerimon’s,4
cleon’s,5
seashore,2
mytilene,18
marina,36
pericles’,2
cerimon,10
dionyza,14
pandar,10
antiochus,18
cleon,19
simonides,15
pericles,61
thaisa,24
dispersedly,3
various,1
assuming,1
ember-eves,1
holy-ales,1
restoratives,1
bonum,1
antiquius,1
eo,1
melius,1
fere,2
account’d,1
emboldened,1
clothed,2
inflamed,2
death-like,1
enticeth,1
countless,4
presumes,2
’ssayed,2
faithfulness,2
stored,4
viol,3
danceth,1
chime,2
copp’d,1
throng’d,2
earth’s,5
misinterpreting,1
befit,1
claspings,1
defiling,2
parent’s,1
’schew,1
murder’s,1
cropp’d,2
thaliard,8
partakes,1
well-experienced,1
‘prince,1
pistol’s,1
dull-eyed,1
other’s,5
misdread,1
after-nourishment,1
o’erspread,1
helicanus,21
lading’s,1
reprovest,1
subjects’,1
wisdom’s,1
subject’s,1
husht,2
escanes,4
unlicensed,1
err’d,1
shipman’s,1
relating,1
digs,2
mischief’s,1
jetted,1
adorn’d,1
inventions,4
nousle,1
hunger’s,1
plenty’s,1
prosperities,1
superflous,1
stuff’d,6
glory’s,1
favourers,2
him’s,1
untutor’d,1
ground’s,2
fired,1
trojan,34
benign,1
mite,1
speken,1
helicane,5
killen,1
prince’,1
deeps,3
wreck’d,1
tost,1
perishen,1
pelf,3
escapen,1
pilch,1
nets,3
patch-breech,1
stirrest,1
wanion,1
porpus,1
bounced,1
a-land,2
misers,2
tumbles,2
mouthful,1
whales,1
steeple,3
belfry,1
finny,1
recollect,1
tennis-court,1
asks,4
practised,3
quoth-a,1
forbid’t,1
fasting-days,1
moreo’er,1
flap-jacks,1
craver,1
fisherman,1
joust,1
tourney,2
‘keep,1
calm’d,2
given’t,1
now’s,1
d’ye,1
seams,1
condolements,1
vails,2
believe’t,1
reception,1
gat,2
merit’s,2
renowns,1
_lux,1
tua,1
vita,1
mihi,2
conquer’d,2
motto,3
_piu,1
por,2
dulzura,1
forza,1
_me,1
pompae,1
provexit,1
apex,1
_quod,1
alit,1
extinguit,1
_sic,1
spectanda,1
fides,1
_in,1
hac,1
spe,1
vivo,1
whipstock,2
opinion’s,1
cry_,1
’],1
title-page,1
than’s,1
framing,3
artist,2
glads,1
countervail,2
standing-bowl,1
‘loud,1
ladies’,4
heads’,1
lodgings,3
inestimable,2
shrivell’d,1
stunk,1
adored,2
give’s,1
suffrages,4
minute’s,2
enjoineth,1
strictly,2
cynthia,2
vow’d,2
delay’d,1
music’s,3
relish’d,1
fosters,1
yslaked,1
o’erfed,1
couches,1
mouse’s,1
oven’s,1
blither,1
drouth,2
eche,1
lychorida,14
dern,1
coigns,1
tyrus,5
hastes,2
t’oppress,1
dooms,1
y-ravished,1
‘our,1
varies,1
grisled,1
disgorges,1
well-a-near,1
sea-tost,1
deafening,1
stormest,1
seaman’s,1
queen’s,3
blustrous,1
rudeliest,1
sea-farer,1
bolins,1
sea-room,1
cleared,1
superstition,3
childbed,2
th’unfriendly,1
coffin’d,1
e’er-remaining,1
belching,2
humming,2
shells,1
nicander,1
priestly,1
caulked,1
bitumed,2
mariner,3
shipwrecked,1
philemon,3
minister’d,2
’pothecary,2
principals,1
immortality,2
infusions,1
vegetives,1
disturbances,1
tottering,1
never—,2
set’t,1
belches,1
caulk’d,1
entreasured,1
_here,1
mundane,1
boxes,2
o’erpress’d,1
cloths,2
stirr’st,1
entranced,1
fringes,1
[_she,1
litigious,1
shafts,2
wanderingly,1
manner’d,1
unscissored,1
o’the,1
welcomed,1
votaress,1
fast-growing,1
gain’d,1
marina’s,3
marriage-rite,1
philoten,3
weaved,1
sleided,2
hurting,1
night-bird,1
contends,1
paphos,3
darks,1
leonine,9
tellus,2
yellows,2
blues,1
marigolds,2
carpet,3
whirring,1
sorrowing,1
pierces,2
sharpens,3
westerly,1
south-west,2
haling,1
clasping,1
canvas-climber,1
‘ha,1
‘wolt,1
boatswain,5
trebles,3
imply,1
favour’d,1
foreshow,1
[_leonine,1
roguing,1
valdes,1
seized,3
ravish’d,2
boult,15
wenchless,1
transylvanian,1
pooped,1
roast-meat,1
chequins,1
hatched,1
o’erboard,1
sapling,3
boult’s,1
listened,1
hearkened,1
spaniard’s,1
cowers,1
veroles,1
bargained,1
sojourner,1
nurses,2
‘she,2
wrens,2
distain,3
blurted,1
finish’d,1
angel’s,1
superstitiously,2
cockles,1
gaps,1
stages,1
well-sailing,1
steerage,2
motes,1
departs,2
devour’d,2
biggest,1
o’ershower’d,1
embarks,1
o’erflow’d,1
thetis’,3
birth-child,1
preached,2
shall’s,1
vestals,2
rutting,1
priapus,1
disfurnish,3
lysimachus,11
virginities,1
resorters,1
she’d,2
paced,1
name’t,1
earlier,2
herb-woman,1
unhallow’d,2
dream’d,3
thoughten,1
door-keeper,1
cheapest,2
snowball,1
malleable,1
thornier,1
womankind,2
pained’st,1
doorkeeper,1
coistrel,1
inquiring,1
tib,1
belch’d,1
receptacles,1
professest,1
weave,2
’scapes,2
dumbs,1
nee’le,1
composes,1
rubied,1
pupils,2
strived,1
tyrian,4
discover’d,2
reclined,1
sustenance,1
[_pericles,1
attractions,1
deafen’d,1
leafy,1
abuts,1
island’s,1
effectless,2
recovery’s,1
staleness,1
caterpillar,1
[_marina,1
equivalent,1
glows,2
‘go,2
country-woman,2
wand-like,1
silver-voiced,1
jewel-like,1
cased,1
starves,1
reporting,2
look’st,4
cam’st,3
descending,3
said’st,1
thought’st,1
kings’,1
troubler,2
o’erbear,1
marina_],1
beget’st,1
[_disappears,1
argentine,1
inhospitable,1
eftsoons,1
pageantry,1
will’d,1
fancy’s,1
priestess,1
[_faints,1
appearer,1
o’er-joy’d,1
oped,1
recover’d,1
[_shows,1
[_kneels,1
relives,1
night-oblations,1
razor,1
nuptials,1
lead’s,1
assail’d,1
destruction’s,1
time-honoured,1
aim'd,1
highness-no,1
high-stomach'd,1
first-heaven,1
heaven-,1
uglier,2
wish-so,1
sovereign-ere,1
blood's,2
inhabitable,1
loyalty-,1
chivalrous,1
mowbray's,6
survey'd,1
complotted,1
soon-believing,1
sluic'd,2
sacrificing,2
abel's,1
caverns,1
soars,1
sceptre's,3
nearness,2
partialize,1
unstooping,1
disburs'd,2
appeal'd,1
chamber'd,1
wrath-kindled,1
make-peace,1
dishonour's,1
impeach'd,1
baffl'd,2
venom'd,3
withstood,1
gage-lions,1
leopards,1
ten-times,1
barr'd-up,1
crest-fallen,1
beggar-fear,1
outdar'd,1
recanting,2
lambert's,1
victor's,1
officers-at-arms,1
alarms,3
woodstock's,1
lieth,2
offenders',1
springing,2
flourishing,3
breathest,1
gaunt-it,1
pathway,2
hereford's,7
boundeth,2
plashy,3
untrodden,1
aumerle,20
spightfully,1
appelant's,1
appeals,1
derby,9
daring-hardy,1
regenerate,1
lance's,1
furbish,1
amazing,1
uncontroll'd,1
officer],1
spears,1
consults,1
soil'd,2
neighbours',1
eagle-winged,1
sky-aspiring,1
rival-hating,1
harsh-resounding,1
trumpets',1
kindred's,1
unwillingness,3
return',1
unstringed,1
engaol'd,1
portcullis'd,1
compassionate,3
plaining,2
countrv's,1
administer,1
clogging,1
lagging,2
oil-dried,1
time-bewasted,1
can'st,1
party-verdict,1
lour,2
returnest,1
dolour,6
miscall,2
apprenticehood,1
journeyman,1
havens,1
tread'st,1
caucasus,2
wallow,2
rankle,2
lanceth,1
youtli,1
trueborn,1
north-east,1
'farewell',1
farewells,2
bushy,8
bagot,6
craftsmen,1
underbearing,1
oyster-wench,1
draymen,1
friends',4
yicld,1
poste-haste,1
ely,5
unstaid,3
-in,1
listen'd,1
glose,1
undeaf,1
metres,1
limps,1
vanity-,1
vile-,1
buzz'd,1
lack'st,3
expiring,1
insatiate,4
scept'red,2
eden,1
demi-paradise,1
moat,1
leas'd,1
out-i,1
tenement,1
rag'd,2
abstains,1
fast-i,1
a-dying,1
flatterest,1
sicker,1
commit'st,1
prophet's,1
deposing,3
bondslave,1
lean-witted,1
presuming,3
chasing,2
seat's,1
tapp'd,1
drunkenly,1
well-meaning,1
respect'st,1
spilling,2
tormentors,1
sullens,1
sickliness,1
stringless,1
rug-headed,1
gaunt's,1
between-,1
thyself-for,1
god-god,1
patents,2
attorneys-general,1
well-disposed,1
wiltshire,6
disburdened,1
severely,2
taxes,1
benevolences,1
burdenous,1
kinsman-most,1
blanc,1
rainold,1
ramston,1
norbery,1
waterton,1
quoint-,1
broking,1
blemish'd,6
life-harming,1
divides,3
perspectives,1
gaz'd,5
confusion-ey'd,1
not-more,1
as-though,1
forefather,1
possess-,1
nameless,4
hopest,1
beaumond,1
willoughby,3
stewardship,2
new-deliver'd,1
hope-he,1
parasite,2
keeper-back,1
comfort's,1
was-why,1
there-,1
untruth,1
sister-cousin,1
say-pray,1
carts,1
disorderly,1
berkeley,7
proportionable,1
unpossible,1
bristow,3
once-for,1
wearisome,3
cotswold,1
sweet'ned,1
whencesoever,1
seymour-,1
fiery-red,1
labour's,1
surmounts,1
is-'to,1
lancaster',1
come-what,1
self-borne,1
deceivable,2
'grace',1
'-why,1
degree-,1
law-attorneys,1
carver,1
wrong-it,1
abet,1
neuter,1
reposeth,1
lean-look'd,1
leap-,1
crossly,1
bodies-,1
unhappied,1
myself-a,1
misinterpret,1
signories,3
dispark'd,1
fell'd,1
imprese,1
barkloughly,1
long-parted,1
weeping-smiling,1
heavy-gaited,1
trample,3
stinging,3
proffered,1
discomfortable,1
self-affrighted,1
o'erthrows,1
care-tun'd,1
decay-,1
white-beards,1
hairless,2
scalps,2
unwieldy,3
beadsmen,1
double-fatal,1
distaff-women,1
vipers,3
judases,1
uncurse,1
where-of,1
so-for,1
bolingbroke's,4
murder'd-for,1
scoffing,1
allowing,3
monarchize,1
infusing,2
oppresseth,1
slain-no,1
chid'st,1
over-blown,2
woe's,3
'king,1
clergyman,1
carlisle,3
bedrench,1
grassy,1
trumpet],1
tottered,1
thund'ring,1
waters-on,1
track,1
know-my,1
mustering,2
unbegot,1
maid-pale,1
pastures',1
grandsire's,2
comprising,1
barbed,2
swell'st,1
almsman's,1
goblets,1
tender-hearted,1
laid-there,1
traitors',1
night-owls,1
unpleas'd,1
strong'st,2
well',1
dangling,1
supportance,2
soil's,1
sea-walled,1
unprun'd,1
broad-spreading,1
bolingbroke-,1
over-proud,2
ev'd,1
depress'd,1
adam's,1
london's,1
gard'ner,1
graft'st,1
mind-,3
reacheth,1
manual,2
vauntingly,1
fitzwater,3
halloa'd,1
lie-giver,1
repeal'd-repeal'd,1
streaming,1
saracens,1
appellants,1
plume-pluck'd,1
adopts,1
noblesse,1
refin'd,1
prophesy-,1
manure,1
infidels,2
skulls,5
woefullest,1
sureties,1
regalia,1
offer-,1
resignation,1
unbroke,1
unking'd,2
weav'd-up,1
pilate,2
pity-yet,1
pilates,1
blinds,1
t'undeck,1
font-,1
looking-glass,4
out-fac'd,1
shineth,1
[dashes,1
shivers,2
sport-,1
conveyers,1
ill-erected,1
thrusteth,1
pupil-like,1
takest,1
unrightful,1
converts,3
marriage-'twixt,1
unkiss,1
short'st,1
cousins',1
misgoverned,1
windows',1
imagery,1
steed's,1
bespake,2
well-grac'd,1
steel'd,3
rudand,1
justs,1
triumph-day,1
it],2
appeach,2
groan'd,2
unrestrained,1
common'st,1
unhorse,1
lustiest,1
after-love,2
crieth],1
[drawing],1
read'st,1
sheer,2
digressing,2
scraping,1
shrill-voic'd,1
whosoever,3
pardoning,2
out-pray,1
up',2
'pardon',6
'pardon,1
'pardonne,1
chopping,1
wishtly,1
heart',1
still-breeding,1
intermix'd,1
ones',1
needle's,1
crushing,1
plays],3
daintiness,1
cleansing,1
mads,2
all-hating,1
ern'd,1
coronation-day,1
barbary-,1
aw'd,1
jauncing,2
exton,3
one],1
never-quenching,1
spill'd,2
ciceter,1
spencer,1
brocas,1
bennet,2
seely,1
mournings,1
(edward,1
warwick),1
(margaret,1
salisbury),1
victims,1
scrivener,2
lour'd,1
grim-visag'd,1
smooth'd,2
i-that,3
looking-glass-,1
nymph-,1
curtail'd,1
cheated,3
deform'd,4
unfashionable,1
descant,4
well-spoken,3
inductions,1
libels,1
new-christ'ned,1
hearkens,3
cross-row,1
tempers,2
night-walking,1
delivery,4
what-i,1
o'er-worn,1
straitly,1
brakenbury,3
shore's,2
gentlefolks,1
abjects,2
sister-,1
new-delivered,1
brook'd,1
buzzards,1
overmuch,1
posthorse,1
readiest,4
i-not,1
mourner,5
load-,1
obsequiously,1
key-cold,2
lamentations,2
chertsey,3
coffin],2
paul,5
disobeys,1
unmannerd,1
halberd,1
butcheries,2
exhales,2
deluge,2
murd'rer,1
hell-govern'd,1
dream'st,3
hedgehog,1
method-,1
effect-,1
o'ershade,1
drops-,1
black-fac'd,3
bedash'd,1
rain-in,1
sharp-pointed,1
adoreth,1
henry-,1
edward-,1
encompasseth,1
encloseth,1
crosby,3
where-after,1
monast'ry,1
tressel,1
gentleman-,3
prodigality,1
royal-,1
includes,2
complains,1
searce,1
else-,1
ennoble,1
hastings',2
for-,2
may-ay,1
stripling,2
servant-maid,1
condition-,1
stormed,1
less'ned,1
avouch't,1
speak-my,1
kill'dst,1
pack-horse,2
weeder-out,1
rewarder,1
royalize,1
himself-which,1
mewed,1
childish-foolish,1
cacodemon,1
joyless,3
ow'st,3
drew'st,1
rutland-,1
plagu'd,1
snarling,1
stall'd,1
standers,2
be-gnaw,1
elvish-mark'd,1
rooting,1
detested-,1
in-margaret,1
strew'st,1
bottled,2
ensnareth,1
whet'st,1
bunch-back'd,2
false-boding,1
cedar's,2
dallies,2
shade-alas,1
out-shining,1
aery's,1
uncharitably,1
butcher'd,3
gentle-sleeping,1
frank'd,2
fatting,2
catesby,23
warrant],1
talkers,1
millstones,3
days-,1
tumbling,3
wrecks,1
wedges,2
unvalued,1
reflecting,1
lengthen'd,1
ferryman,1
dabbled,1
'clarence,1
come-false,1
requites,2
misdeeds,3
deed's,1
it-it,1
accuseth,1
detects,1
obstacles,2
that-by,1
strong-fram'd,1
malmsey-butt,2
convict,1
forswearing,1
unripp'dst,1
sov'reign's,1
avenged,1
gallant-springing,1
lesson'd,2
thraldom,1
murderer-how,1
help'st,1
redeemer,2
award,1
embrace],2
whenever,2
ratcliff,10
wrong-incensed,1
foe-,1
gentlemen-indeed,1
start],1
all-seeing,2
revers'd,1
man-his,1
king',1
waiting-vassals,1
rises],1
castaways,1
impeachments,1
vizor,1
ne'er-changing,1
hands-,1
moan-,1
overgo,1
unmoan'd,1
widow-dolour,1
unwept,2
parcell'd,1
pamper,1
dimming,1
heart-sorrowing,1
high-swol'n,1
splinter'd,1
ludlow,3
ungovern'd,4
counsel's,1
nonage,1
stratford,1
'small,2
wretched'st,1
a-growing,1
leisurely,3
pitchers,2
vaughan,7
themselves-brother,1
thoughts',1
div'd,1
jumpeth,1
senseless-obstinate,1
traditional,1
seizing,1
re-edified,2
retail'd,1
all-ending,1
buckingham-,2
outgrown,1
sharp-provided,1
opprobriously,1
councils,3
complots,3
head-something,1
[knocking],1
certifies,1
boar-spear,1
thee-keep,1
thyself-,1
enernies,1
purse],1
shriving,1
blood-suckers,1
speak-when,1
sleeper,1
holborn,1
worshipfully,1
whosoe'er,1
-thou,1
ifs,1
lovel,4
fearfull'st,1
tower-walls,1
ill-favoured,1
distraught,2
tragedian,1
intending,4
mayor-,1
drawbridge,1
friends-ratcliff,1
unsuspected,2
daub'd,1
covert'st,1
shelt'red,1
it-that,1
council-house,1
persons',1
prevented-,1
timorously,1
guildhall,2
crown-meaning,1
lusted,1
baynard's,3
shaw,1
penker,1
unexamin'd,1
untouch'd,1
star'd,1
wilfull,1
recorder,1
inferr'd'-,1
hurl'd,2
few-,1
love-bed,1
deferr'd,1
disgracious,2
should'red,1
recure,1
replying,2
therefore-to,1
definitively,1
greatness-,1
lucy-,1
vow-,1
care-craz'd,1
beauty-waning,1
loath'd,3
bigamy,1
true-derived,1
it-as,1
egally,1
estates-,1
foul-fac'd,1
impure,4
clarence's,1
dead-killing,2
ill-dispersing,1
cockatrice,2
follow'd-,1
thou',1
'accurs'd,1
wed'st,1
welcomer,1
eighty,1
ascendeth,1
lives-think,1
thrice-renowned,1
live-true,1
freezes,3
another],1
iron-witted,1
[descends,1
unrespective,2
high-reaching,1
tyrrel,7
deep-revolving,1
untir'd,1
[stands,1
damage,3
tear-falling,1
dar'st'thou,1
sleep's,1
disturbers,2
sing'st,3
-perhaps-,1
earldom-,1
rugemount,1
bard,1
troublest,1
brecknock,1
dighton,3
forrest,4
suborn,1
deaths',1
thus',1
'lay,1
babes'-,1
'girdling,1
'almost,1
devil'-there,1
smothered,2
abraham's,1
thriving,2
rash-levied,1
snail-pac'd,1
[retires],1
unblown,1
craz'd,1
woe-wearied,1
grave's,1
[sitting,3
seniory,1
holp'st,2
hell-hound,1
worry,1
defacer,1
true-disposing,1
pew-fellow,1
gapes,2
a-high,1
garish,2
queen',1
wails,3
su'd,1
whirl'd,1
skill'd,3
bett'ring,1
bad-causer,1
revolving,2
attorneys,1
client,2
succeeders,2
intestate,1
copious,2
intercepts,1
hidest,1
alarums],1
exclamations,1
tetchy,3
harmful-kind,1
unscarr'd,2
lanc'd,1
stone-hard,1
anchor'd,1
tackling,2
demise,1
have-ay,1
endow,1
supposest,1
kindness',1
engrave,1
'edward',1
'york,1
her-as,1
unadvisedly,1
after-hours,2
doating,1
repair'd,1
advantaging,1
wooer's,1
chastised,2
dull-brain'd,1
conqueror's,1
victoress,1
still-lasting,1
'ever',1
lengthens,3
crown-,1
self-misus'd,1
god-,2
circling,2
bedfellows,1
o'erpast,2
butcheed,1
ill-us'd,1
-if,1
mother-i,1
peevish-fond,1
spicery,1
recomforture,1
rideth,1
hollow-hearted,1
unresolv'd,1
hull,2
light-foot,1
thyself-or,1
unmindfull,1
stay'st,2
hoyday,1
unsway'd,1
unpossess'd,1
safe-conducting,1
devonshire,1
courtney,1
guilfords,1
well-advised,1
highness-,1
dorsetshire,1
mistrusting,1
hois'd,1
taken-,1
christopher,2
ha'rford,1
herbert,1
rice,2
ap,1
all-souls',3
all-seer,1
dallied,2
he',1
tamworth,2
swills,1
trough,1
bosoms-this,1
swallow's,1
bosworth,2
[soldiers,1
tent],2
battalia,1
brandon,2
oxford-you,1
brandon-,1
herbert-stay,1
mista'en,1
to-morrow's,2
his-tent,1
pursuivant-at-arms,1
stanley's,1
sunrising,1
cock-shut,1
mid,2
richmond's,2
flaky,1
mortal-staring,1
may-that,1
so-long-sund'red,1
peise,1
stabb'dst,1
punched,1
edgeless,2
guiltily,1
untroubled,1
nephews',1
perturbations,1
dream],1
no-yes,1
why-,1
dir'st,1
'guilty,2
village-cock,1
thou-will,1
apostle,1
eaves-dropper,1
sluggard,2
fairest-boding,1
high-rear'd,1
trained,1
dewy,3
foreward,1
consisting,2
sheweth,1
'jockey,1
dickon,1
inferr'd,2
vagabonds,1
britaines,2
o'er-cloyed,1
vomits,1
milk-sop,1
stragglers,1
over-weening,2
marsh,1
inspire,3
enacts,2
richmonds,1
long-usurped,1
ferrers,1
blindly,1
conjoin,1
capulet’s,19
lawrence’s,10
juliet’s,11
mantua,25
capulets,8
verona,31
romeo,133
veronese,2
feud,3
montagues,6
capulet,44
franciscan,2
households,1
star-cross’d,1
misadventur’d,1
overthrows,1
parents’,2
death-mark’d,1
hours’,1
collar,1
runn’st,1
montague’s,2
maidenheads,3
benvolio,15
[_beats,2
tybalt,51
heartless,3
profaners,1
neighbour-stained,1
mistemper’d,1
disturb’d,1
verona’s,2
free-town,1
judgement-place,1
breath’d,2
swung,1
hiss’d,1
worshipp’d,2
peer’d,1
rooteth,1
morning’s,4
all-cheering,1
aurora’s,1
affections’,1
himself—i,1
true—,1
romeo’s,16
pathways,1
still-waking,1
nourish’d,1
choking,2
[_going,2
suppos’d,5
markman,1
uncharm’d,1
saint-seducing,1
starv’d,3
accustom’d,1
earth-treading,1
shoemaker,1
fisher,3
lessen’d,1
tormented,1
and—god-den,1
gi’,1
go-den,1
_signior,1
martino,1
anselmo,1
utruvio,1
placentio,1
nieces,1
mercutio,20
valentio,1
unattainted,1
pois’d,3
ladybird,1
thou’s,1
lammas-tide,1
lammas,2
susan,3
wean’d,1
it—,1
dovehouse,2
th’rood,1
waddled,1
—took,1
‘yea,2
‘dost,1
jule,3
‘wilt,1
stinted,2
‘ay,1
bump,1
cockerel’s,1
‘fall’st,1
nurs’d,2
teat,2
world—why,1
paris’,3
obscur’d,1
endart,1
pantry,1
hoodwink’d,1
tartar’s,1
scaring,1
without-book,1
enpierced,1
deformities,1
beetle-brows,1
proverb’d,1
candle-holder,1
dun’s,1
constable’s,1
stickest,1
dreamers,1
mab,3
fairies’,2
agate-stone,1
fore-finger,1
alderman,1
waggon-spokes,1
spinners’,1
grasshoppers,1
traces,1
spider’s,1
moonshine’s,1
cricket’s,1
waggoner,3
grey-coated,1
hazelnut,1
squirrel,2
coachmakers,1
courtiers’,1
lawyers’,1
sweetmeats,1
tithe-pig’s,1
parson’s,1
benefice,1
ambuscados,1
plats,1
manes,3
bakes,1
elf-locks,1
untangled,1
talk’st,1
anger’d,1
puffs,2
dew-dropping,1
clos’d,3
potpan,2
join-stools,1
court-cupboard,1
marchpane,1
grindstone,1
toes,2
unplagu’d,1
corns,2
unlook’d-for,1
lucentio,56
ethiop’s,1
snowy,1
trooping,1
well-govern’d,1
cock-a-hoop,1
princox,1
or—more,1
pilgrims’,1
palmers’,1
prayers’,1
prayer’s,1
[_kissing,1
chinks,1
foe’s,1
tiberio,1
petruchio,48
danc’d,1
[_one,2
‘juliet’,1
groan’d,1
bewitched,3
tempering,1
climbs,1
‘ah,1
beggar-maid,1
heareth,1
stirreth,1
moveth,1
rosaline’s,1
quivering,1
medlars,2
open-arse,1
poperin,1
field-bed,1
twinkle,1
white-upturned,1
bestrides,1
lazy-puffing,1
baptis’d,1
bescreen’d,1
stumblest,1
o’erperch,1
prorogued,1
found’st,1
bepaint,1
perjuries,1
’haviour,1
’ware,2
tips,1
fruit-tree,1
th’inconstant,1
unadvis’d,1
ripening,1
th’exchange,1
would’st,1
[_nurse,1
—sweet,1
come—,1
schoolboys,1
hist,2
falconer’s,1
lure,3
tassel-gentle,1
silver-sweet,1
nyas,1
remembering,1
wanton’s,1
loving-jealous,1
grey-ey’d,1
chequering,1
fleckled,1
titan’s,1
sire’s,1
upfill,1
osier,2
precious-juiced,1
misapplied,1
sometime’s,1
slays,2
—grace,1
distemper’d,1
unstuff’d,1
earliness,1
uprous’d,1
sallow,1
chidd’st,1
bad’st,1
waverer,1
households’,1
letter’s,1
dared,1
wench’s,1
bow-boy’s,1
prick-song,1
minim,1
duellist,2
reverso,1
phantasies,1
tuners,1
fashion-mongers,1
pardon-me’s,1
roe,5
fishified,1
petrarch,1
flowed,2
laura,1
—marry,1
berhyme,1
dowdy,1
hildings,1
thisbe,1
bonjour,2
pump,2
flowered,1
single-soled,1
swits,2
drivelling,1
occupy,1
fan’s,1
good-den,3
endite,1
hoar,6
hoars,1
ropery,1
flirt-gills,1
skains-mates,1
quivers,1
gentlemanlike,1
lawrence’,5
shriv’d,1
tackled,1
stair,1
topgallant,1
versal,1
the—no,1
lowering,1
nimble-pinion’d,1
wind-swift,1
jaunt,1
talked,1
repliest,1
‘where,1
poultice,1
aching,3
love-devouring,1
deliciousness,1
gossamers,1
idles,1
imagin’d,2
hazel,1
addle,3
quarrelled,1
easter,1
consortest,1
injur’d,1
alla,1
stoccata,1
rat-catcher,1
dry-beat,2
pilcher,1
partizans,1
worms’,1
ally,1
tybalt’s,10
—tybalt,1
soften’d,1
valour’s,3
mercutio’s,5
aspir’d,1
fire-ey’d,1
‘villain’,1
spill’d,2
tilts,2
retorts,2
‘hold,1
agile,1
entertain’d,3
amerce,1
fiery-footed,1
phaeton,1
love-performing,1
runaway’s,1
untalk’d,1
sober-suited,1
stainless,2
maidenhoods,1
unmann’d,1
bating,1
raven’s,1
black-brow’d,1
vowel,1
death-darting,1
bedaub’d,1
gore-blood,1
swounded,1
bankrout,2
slaughter’d,4
flowering,1
angelical,1
dove-feather’d,1
wolvish-ravening,1
dissemblers,1
aqua,3
vitae,3
blister’d,1
three-hours’,1
sinners’,1
‘banished,2
tybalts,1
needly,1
rank’d,1
rear-ward,1
‘romeo,1
banished’—to,1
exil’d,1
maiden-widowed,1
enanmour’d,1
misterm’d,1
cutt’st,1
smilest,1
brush’d,2
sharp-ground,1
howlings,1
sin-absolver,1
profess’d,1
adversity’s,1
displant,1
unmade,1
[_knocking,4
heartsick,1
mist-like,1
—who’s,1
—romeo,1
—stay,1
—by-and-by,1
—god’s,1
blubbering,2
spakest,1
cancell’d,1
unseemly,1
rail’st,1
abound’st,1
bedeck,1
skilless,4
dismember’d,1
slew’st,1
misshaped,1
putt’st,1
went’st,1
reviv’d,2
disguis’d,2
mew’d,2
child’s,1
—light,1
pierc’d,1
tiptoe,1
torchbearer,1
cynthia’s,1
sharps,1
divideth,1
affray,1
hunt’s-up,1
[_descends,1
ill-divining,1
renown’d,3
weep’st,1
him—dead—,1
abhors,4
peter’s,4
drizzle,1
rains,2
overset,1
tempest-tossed,1
chopp’d,1
logic,2
prouds,1
fettle,1
hurdle,1
tallow-face,1
disobedient,5
—get,1
prudence,2
smatter,1
good-en,1
gossip’s,1
proportion’d,1
mammet,1
‘i’ll,2
displeas’d,1
absolv’d,1
immoderately,1
slow’d,1
wrong’st,1
long-experienc’d,1
arbitrating,1
cop’st,1
charnel-house,1
o’er-cover’d,1
reeky,1
unstain’d,1
uncover’d,1
unfurnish’d,1
gadding,1
behests,2
enjoin’d,1
becomed,1
stepping,1
as’t,1
reclaim’d,1
cull’d,1
behoveful,1
thrills,1
healthsome,1
receptacle,3
festering,1
resort—,1
mandrakes,1
forefathers’,1
rapier’s,1
quinces,1
pastry,1
crow’d,1
angelica,1
cot-quean,1
mouse-hunt,1
jealous-hood,2
baskets,1
